FUND,NAME_TH,NAME_EN,CODE,TOTALASSET,NAV
UOBAMTH,กองทุนเปิด ยูโอบี สมาร์ท เจแปน สมอล แอนด์ มิด แคป ฟันด์,UOB Smart Japan Small And Mid Cap Fund,UOBSJSM,2830059073,13.6967
UOBAMTH,กองทุนเปิด ยูโอบี สมาร์ท ไชน่า อินเดีย,UOB Smart China India Fund,UOBSCI,292752730.3,11.8508
UOBAMTH,กองทุนเปิด ยูโอบี สมาร์ท คอมโมดิตี้,UOB Smart Commodity Fund,UOBSC,36230632.38,2.0964
UOBAMTH,กองทุนเปิด ยูโอบี สมาร์ท ดิวิเดนด์-โฟกัส อิควิตี้ ฟันด์,UOB Smart Dividend-Focused Equity Fund,UOBSDF,944567241.8,20.1557
UOBAMTH,กองทุนเปิด ยูโอบี หุ้นระยะยาว,UOB LONG TERM EQUITY  FUND,UOBLTF,2976487661,34.9039
UOBAMTH,กองทุนเปิด ยูโอบี อินคัม เดลี,UOB Income Daily Open-ended Fund,UOBID,10822580562,11.4164
UOBAMTH,กองทุนเปิด ยูโอบี ชัวร์ เดลี,UOB Sure Daily Open-ended Fund,UOBSD,7962629504,12.4383
UOBAMTH,กองทุนเปิด ยูโอบี ซีเล็ค โกลบอล คอมเพล็กซ์ รีเทิร์น เอไอ ฟันด์,UOB Select Global Complex Return AI Fund,UOBSGCR,553334276.2,9.7397
UOBAMTH,กองทุนเปิด ยูโอบี ตราสารทุนเพื่อการเลี้ยงชีพ,UOB EQUITIES RMF,UOBEQRMF,1676176605,73.324
UOBAMTH,กองทุนเปิด ยูไนเต็ด ยูโรเปี้ยน สมอล แคป ฟันด์,United European Small Cap Fund,UES,301079226.5,8.7232
UOBAMTH,กองทุนเปิด ยูไนเต็ด โกลบอล แม็คโคร ออพพอร์ทูนิตี้ส์,United Global Macro Opportunities Fund,UGMAC,902220895,9.6391
UOBAMTH,กองทุนเปิด ยูไนเต็ด โกลบอล เฮลท์แคร์ เพื่อการเลี้ยงชีพ,United Global Healthcare RMF,UHCRMF,157253777.8,8.8807
UOBAMTH,กองทุนเปิด ยูไนเต็ด โกลบอล เฮลท์แคร์ ฟันด์,United Global Healthcare Fund,UGH,4308260398,10.9756
UOBAMTH,กองทุนเปิด ยูไนเต็ด โกลบอล ซีเคียวริตี้ อิควิตี้ ฟันด์,United Global Security Equities Fund,UGSE,221883717.1,9.2765
UOBAMTH,กองทุนเปิด ยูไนเต็ด โกลบอล ดูเรเบิ้ล อิควิตี้ ฟันด์,United Global Durable Equities Fund,UGD,606765124.5,10.1325
UOBAMTH,กองทุนเปิด ยูไนเต็ด เจแปน เรียลเอสเตท ซีเคียวริตี้ ฟันด์,United Japan Real Estate Securities Fund,UJRES,242500971.7,9.4505
UOBAMTH,กองทุนเปิด ยูไนเต็ด แพลตินัม อินคัม ออพพอร์ทูนิตี้ส์ พลัส ฟันด์,United Platinum Income Opportunities Plus Fund,UPINCM,6223271991,10.0993
UOBAMTH,กองทุนเปิด ยูไนเต็ด เฟล็กซิเบิ้ล อินคัม ฟันด์,United Flexible Income Fund,UFIN,4671186526,10.0302
UOBAMTH,กองทุนเปิด ยูไนเต็ด อินคัม เดลี่ อัลตร้า พลัส ฟันด์,United Income Daily Ultra Plus Fund,UIDPLUS,31494210798,10.1009
UOBAMTH,กองทุนเปิด ยูไนเต็ด อินคัม โฟกัส ฟันด์,United Income Focus Fund,UIF,8881060688,10.4448
UOBAMTH,กองทุนเปิด ยูไนเต็ด อินคัม โฟกัส ฟันด์ เพื่อการเลี้ยงชีพ,United Income Focus Fund RMF,UIFRMF,15864899.8,9.8711
UOBAMTH,กองทุนเปิด ยูไนเต็ด ไทย สมอล์ แอนด์ มิด แคป อิควี้ตี้ ฟันด์,United Thai Small and Mid Cap Equity Fund,UTSME,318117595.3,15.0449
UOBAMTH,กองทุนเปิด เกรธเธอร์ ไชน่า,Greater China Fund,GC,41232576.15,12.8463
UOBAMTH,กองทุนเปิด เกียรตินาคิน,KIATNAKIN  FUND,KKF,16808993.75,3.5275
UOBAMTH,กองทุนเปิด โกลบอล อีเมอร์จิ้ง มาร์เก็ต - ปันผล,Global Emerging Market - Dividend Fund,GEM-D,281321485.9,10.9998
UOBAMTH,กองทุนเปิด เจแปน สมอล แอนด์ มิด แคป ฟันด์,Japan Small And Mid Cap Fund,JSM,3512683793,13.7039
UOBAMTH,กองทุนเปิด เจแปน ทริกเกอร์ ฟันด์ 4% พลัส 4% (10),Japan Trigger Fund 4% Plus 4% (10),JT4P4(10),416060448.4,9.5384
UOBAMTH,กองทุนเปิด เจแปน ทริกเกอร์ ฟันด์ 4% พลัส 4% (8),Japan Trigger Fund 4% Plus 4% (8),JT4P4(8),307079727,9.9712
UOBAMTH,กองทุนเปิด เจแปน ทริกเกอร์ ฟันด์ 4% พลัส 4% (9),Japan Trigger Fund 4% Plus 4% (9),JT4P4(9),448385518.4,9.6995
UOBAMTH,กองทุนเปิด Big Cap ปันผล หุ้นระยะยาว,Big Cap Dividend Long Term Equity Fund,BIG CAP-D LTF,1143409966,19.1907
UOBAMTH,กองทุนเปิด หุ้นทุนเพื่อการเลี้ยงชีพ,Equity Retirement Mutual Fund,ERMF,1374406746,88.1326
UOBAMTH,กองทุนเปิด ออล เอเชีย อิควิตี้,All Asia Equity Fund,ASIA-E,27734741.15,8.7443
UOBAMTH,กองทุนเปิด ไทย แคช แมเนจเม้นท์,Thai Cash Management Fund,TCMF,3718000026,14.5446
UOBAMTH,กองทุนเปิด ไทย อิควิตี้ฟันด์,Thai Equity Fund,TEF,1715639431,64.5212
UOBAMTH,กองทุนเปิด ไทย อิควิตี้ฟันด์ - ปันผล,Thai Equity – Dividend Fund,TEF-DIV,446409986.6,10.939
UOBAMTH,กองทุนเปิด ไทย ตราสารหนี้,Thai Fixed Income Fund,TFIF,1965521429,15.218
UOBAMTH,กองทุนเปิด ไทยดรากอน,Thai Dragon Fund,TDF,93119791.18,4.9605
UOBAMTH,กองทุนเปิด กำไรเพิ่มพูน,Kamrai Permpoon Open-ended Fund,KPLUS,256060598.7,6.9284
UOBAMTH,กองทุนเปิด กำไรเพิ่มพูน 2,Kamrai Permpoon Open-ended Fund 2,KPLUS2,123140948.7,6.8472
UOBAMTH,กองทุนเปิด ตราสารหนี้เอเชียน,Asian USD Bond Fund,ASIA-B,2829738741,21.8188
UOBAMTH,กองทุนเปิด บรรษัทภิบาล หุ้นระยะยาว,Good Corporate Governance Long Term Equity Fund,CG-LTF,7049255865,50.7164
UOBAMTH,กองทุนเปิด บริค,BRIC Fund,BRIC,163835506.5,6.9107
ASSETFUND,กองทุนเปิดแอสเซทพลัสหุ้นไทย,Asset Plus Thai Equity Fund,ASP-THEQ,89004397.42,9.9207
ASSETFUND,กองทุนเปิดแอสเซทพลัสตราสารทุนเพื่อการเลี้ยงชีพ,Asset Plus Equity RMF,ASP-ERF,150525009.7,24.9327
KASSET,กองทุนเปิดเค เยอรมัน อิควิตี้ ทริกเกอร์ 1,K German Equity Trigger 1 Fund,KGET1,311039699.3,8.9783
KASSET,กองทุนเปิดเค Mid Small Cap หุ้นทุน,K Mid Small Cap Equity Fund,K-MIDSMALL,291553774.9,13.2942
KTAM,กองทุนเปิดกรุงไทย ซีเล็คทีฟ อิควิตี้ ฟันด์,Krung Thai Selective Equity Fund,KTSE,3297547223,11.7164
KTAM,กองทุนเปิดกรุงไทยหุ้นระยะยาว,The Krung Thai Long -Term Equity Fund,KTLF,4647153967,25.0801
KTAM,กองทุนเปิดกรุงไทยชาริอะฮ์เพื่อการเลี้ยงชีพ,The Krung  Thai Shariah Retirement Mutual Fund,KSRMF,111512423.1,22.1876
KTAM,กองทุนเปิดกรุงไทยชาริอะฮ์หุ้นระยะยาว,The Krung Thai Shariah Long-Term Equity Fund,KSLTF,172618114.9,22.1545
MFC,ไทยไพรมฟันด์,THE THAI PRIME FUND,TPF,86595370.52,780.2157
MFC,กองทุนเปิดร่วมพัฒนาสอง,Ruam Pattana Two Open-end Fund,RPF2,238794950.5,25.6594
MFC,กองทุนเปิดเอ็มเอฟซี เซ็ท 50,MFC SET 50 Fund,M-S50,58477821.46,22.7334
MFC,กองทุนเปิดเอ็มเอฟซี ไฮ-ดิวิเดนด์ พลัส ฟันด์,MFC Hi-Dividend Plus Fund,HI-DIV PLUS,132277558.5,10.1624
MFC,กองทุนเปิดแอ๊ดคินซันโกรทฟันด์,Adkinson Growth Open-end Fund.,AGF,90988359.41,3.8439
MFC,กองทุนเปิดยูไนเต็ดฟันด์,United Open-end Fund,UNF,50696200.09,13.5328
MFC,กองทุนเปิดศรีนคร,Bangkok Metropolitan Open-end Fund,BMBF,52686546.36,3.951
MFC,กองทุนเปิดตะวันออกหนึ่ง,Dynamic Eastern One Open-end Fund,DE-1,62245166.84,6.8904
MFC,กองทุนเปิดทรัพย์อนันต์,Sub Anan Open-End Fund,SAN,137222126.9,18.2096
MFC,กองทุนเปิดธีรทรัพย์,Theerasub Open-end Fund,TS,25404088.66,2.2594
MFC,กองทุนเปิดธนภูมิ,Thana Phum Open-end Fund,TNP,191123090.3,35.6244
ONEAM,กองทุนเปิด วรรณ อิควิตี้,ONE EQUITY FUND,ONE-EQ,101452895.7,16.8422
ONEAM,กองทุนเปิด วรรณพลัสวรรณ,ONE PLUS ONE FUND,ONE+1,261343502.9,16.0886
ONEAM,กองทุนเปิด หุ้นคุณค่า เพื่อการเลี้ยงชีพ,VALUED STOCK RETIREMENT MUTUAL FUND,V-RMF,618372013.1,71.7376
ONEAM,กองทุนเปิด ไซรัส โมเมนตัม ฟันด์,SYRUS MOMENTUM FUND,SYRUS-M,67555424.24,15.6988
ONEAM,กองทุนเปิดเอกทวีคูณ,ONE MULTIPLE GROWTH FUND,ONE-G,117520140.3,49.1967
ONEAM,กองทุนเปิดวรรณเอเอ็มเซ็ท 50,1 A.M. SET 50 Fund,1AMSET50,1287747921,51.3692
ONEAM,กองทุนเปิดวรรณเอเอ็มหุ้นคุณค่าปันผล,1 A.M. VALUED STOCK FUND - DIVIDEND,1VAL-D,567636083.7,16.9802
ONEAM,กองทุนเปิดสยามซีเล็ค,SIAM SELECT FUND,SSF,492681811.1,273.0678
ONEAM,กองทุนเปิดสหธนาคารเอกปันผล 3,ONE-UB 3 FUND,ONE-UB 3,121234176.2,15.6474
ONEAM,กองทุนเปิดไทยเด็กซ์ SET High Dividend ETF,ThaiDEX SET High Dividend ETF,1DIV,57377773.41,11.4755
ONEAM,กองทุนเปิดไทยเด็กซ์ SET100 ETF,ThaiDEX SET100 ETF,TH100,18008065.8,4.502
ONEAM,กองทุนเปิดธนาวรรณ,THANA ONE FUND,THANA1,195316547.7,15.5931
THANACHART FUND,กองทุนเปิดธนชาต Low Beta เพื่อการเลี้ยงชีพ,Thanachart Low Beta Retirement Mutual  Fund,T-LowBetaRMF,851649066.1,16.0491
THANACHART FUND,กองทุนเปิดธนชาต SET50,Thanachart SET50 Fund,T-SET50,182917662.4,12.4542
THANACHART FUND,กองทุนเปิดธนชาต Small Medium Cap,Thanachart Small Medium Cap Equity  Fund,T-SM Cap,294245084.8,13.1017
THANACHART FUND,กองทุนเปิดธนชาตพริวิเลจ,Thanachart Privilege Equity  Fund,T-Privilege,170199767.5,10.2558
TISCOASSET,กองทุนเปิด ทิสโก้ ไทย อิควิตี้ ทริกเกอร์ 8% #19,TISCO Thai Equity Trigger 8% Fund 19,TISEQT19,42946636.42,9.631
TMBAM,กองทุนเปิด JUMBO 25,JUMBO 25 Fund,JB25,2942888754,35.0803
TMBAM,กองทุนเปิดทหารไทย Japan Equity Trigger 8(4),TMB Japan Equity Trigger 8(4) Fund,TMBJET8(4),1373683196,8.677
UOBAMTH,กองทุนเปิด ยูโอบี สมาร์ท แอคทีฟ เซท 100,UOB Smart Active SET 100 Fund,UOBSAS100,264556574.6,31.5027
UOBAMTH,กองทุนเปิด ยูโอบี สมาร์ท แอคทีฟ เซท 100 ดิวิเดนด์,UOB Smart Active SET 100 Dividend Fund,UOBSAS100D,220113686.2,12.3186
UOBAMTH,กองทุนเปิด ไทย แวลู โฟกัส อิควิตี้ ปันผล,Thai Value Focus Equity-Dividend Fund,VFOCUS-D,6280810315,9.3231
ASSETFUND,กองทุนรวมแอสเซทพลัสตราสารหนี้เพื่อการเลี้ยงชีพ,Asset Plus Fixed RMF,ASP-FRF,51987777.03,14.1506
ASSETFUND,กองทุนเปิดแอสเซทพลัสไทยบอนด์,Asset Plus Thai Bond Fund,ASP-THBOND,55509170.92,10.4122
ASSETFUND,กองทุนเปิดแอสเซทพลัสตราสารหนี้ทวีทรัพย์ 4,Asset Plus Taweesab Fixed Income Fund 4,ASP-TFIXED4,408278119.3,12.0946
ASSETFUND,กองทุนเปิดแอสเซทพลัสตราสารหนี้ทวีทรัพย์ 5,Asset Plus Taweesab Fixed Income Fund  5,ASP-TFIXED5,267454739.7,12.1838
ASSETFUND,กองทุนเปิดแอสเซทพลัสทวีเงินออม 2,Asset Plus Money Management  Fund 2,ASP-MMF2,290523955,14.0975
KASSET,กองทุนเปิดเค ตราสารหนี้ไทย 3 ปี A,K Thai Fixed Income 3 Year A Fund,KTF3YA,4147993893,11.0821
KASSET,กองทุนเปิดเค ตราสารหนี้ไทย 3 ปี B,K Thai Fixed Income 3 Year B Fund,KTF3YB,4180047198,10.9941
KASSET,กองทุนเปิดเค ตราสารหนี้ไทย 3 ปี C,K Thai Fixed Income 3 Years C Fund,KTF3YC,2196171899,10.9343
KASSET,กองทุนเปิดเค ตราสารหนี้ไทย 3 ปี D,K Thai Fixed Income 3 Years D Fund,KTF3YD,1321640348,10.9332
KASSET,กองทุนเปิดเค ตราสารหนี้ไทย 42 เดือน A,K Thai Fixed Income 42 Months A Fund,KTF42MA,2157676259,11.0415
KASSET,กองทุนเปิดเค ตราสารหนี้ต่างประเทศ 7 ปี เอ,K Foreign Fixed Income 7 Years A Fund,KFF7YA,1508701924,12.8113
KTAM,กองทุนเปิดกรุงไทย เซฟวิ่ง ฟันด์,Krung Thai Savings Fund,KTSV,5226234158,11.2855
KTAM,กองทุนเปิดกรุงไทย ธนทรัพย์ บี 3 ปี1,Krung Thai Thanasup B 3Y1,KTSUPB3Y1,2095297303,10.8958
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 3 เดือน1,Krung Thai Smart Invest 3M1 Fund,KTSIV3M1,1479426206,11.8817
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 3 เดือน2,Krung Thai Smart Invest 3M2 Fund,KTSIV3M2,816022335,11.8872
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 3 เดือน3,Krung Thai Smart Invest 3M3 Fund,KTSIV3M3,982568948,11.7598
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน1,Krung Thai Smart Invest 6M1 Fund,KTSIV6M1,104408322.5,12.0298
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน2,Krung Thai Smart Invest 6M2 Fund,KTSIV6M2,344951127.5,11.9601
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน3,Krung Thai Smart Invest 6M3 Fund,KTSIV6M3,336309040.6,11.8934
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน4,Krung Thai Smart Invest 6M4 Fund,KTSIV6M4,243771034.6,11.868
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน5,Krung Thai Smart Invest 6M5 Fund,KTSIV6M5,170520411.3,11.8338
KTAM,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน6,Krung Thai Smart Invest 6M6 Fund,KTSIV6M6,182107059.6,11.8118
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ 37,Krung Thai Fixed Income FIF 37,KTFF37,594338274.4,11.7868
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ระยะสั้น,Krung Thai Short Term Fund,KT-ST,15242340378,11.4521
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้ภาครัฐเพื่อการเลี้ยงชีพ (RMF3),The Krung  Thai Debt Securities RMF 3,RMF3,3165861653,13.6736
KTAM,กองทุนเปิดกรุงไทยตราสารหนี้เพื่อการเลี้ยงชีพ (RMF2),The Krung Thai Fixed Income RMF 2,RMF2,1530446962,14.4094
KTAM,กองทุนเปิดกรุงไทยตลาดเงินเพื่อการเลี้ยงชีพ (RMF4),Krung Thai Money Market RMF 4,RMF4,619497631,11.2993
KTAM,กองทุนเปิดกรุงไทยประจำ 3 เดือนคุ้มครองเงินต้น1,The Krung Thai Capital Protection Fixed 3M Fund1,KTFIX3M1,534205308.7,11.6032
KTAM,กองทุนเปิดกรุงไทยประจำ 3 เดือนคุ้มครองเงินต้น2,The Krung Thai Capital Protection Fixed 3M Fund2,KTFIX3M2,262345915.6,11.5623
KTAM,กองทุนเปิดกรุงไทยประจำ 3 เดือนคุ้มครองเงินต้น3,The Krung Thai Capital Protection Fixed 3M Fund3,KTFIX3M3,203417921.1,11.5207
KTAM,กองทุนเปิดกรุงไทยพันธบัตรรัฐบาลชดเชยเงินเฟ้อ,Krung Thai Inflation Linked Bond Fund,KTILB,72943269.04,10.9395
LHFUND,กองทุนเปิด แอล เอช ตราสารหนี้ 3 ปี 1,LH FIXED INCOME FUND 3Y1,LHFI3Y1,329993489.3,11.0729
MFC,กองทุนเปิดเอ็มเอฟซี สมาร์ท ฟิกซ์ อินคัม,MFC Smart Fixed Income Fund,SMART,3518883828,10.0169
MFC,กองทุนเปิดเอ็มเอฟซี ตราสารหนี้ระยะสั้น,MFC Short Maturity Management Fund,MMM,6285592662,13.0627
MFC,กองทุนเปิดเอ็มเอฟซี พันธบัตรตลาดเงิน,MFC Government Money Market  Fund,MM-GOV,1348499842,11.4389
MFC,กองทุนเปิดเอ็มเอฟซีตราสารหนี้,MFC Fixed Income Fund,MFF,340005044.9,19.8102
ONEAM,กองทุนเปิด ตราสารหนี้คุณค่า เพื่อการเลี้ยงชีพ,FIXED INCOME PLUS RETIREMENT MUTUAL FUND,F-RMF,138671082.4,15.04
ONEAM,กองทุนเปิดเอกตราสารหนี้คืนกำไร,ONE  FIXED INCOME AUTOMATIC REDEMPTION FUND,ONE-FAR,705380380.5,24.1508
ONEAM,กองทุนเปิดวรรณพันธบัตรไทย,1 A.M. THAI GOVERNMENT BOND FUND,1AM-TG,557204892.1,11.6539
SCBAM,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6Y10M,SCB FIXED INCOME FUND 6Y10M,SCBFI6Y10M,487000004.2,12.9673
SCBAM,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6Y9M,SCB FIXED INCOME FUND 6Y9M,SCBFI6Y9M,1042763327,12.8435
SCBAM,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 7Y,SCB FIXED INCOME FUND 7Y,SCBFI7Y,4098756430,13.1836
SCBAM,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 7Y1M,SCB FIXED INCOME FUND 7Y1M,SCBFI7Y1M,4088003563,13.0694
SCBAM,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 7Y1M3,SCB FIXED INCOME FUND 7Y1M3,SCBFI7Y1M3,530884693.6,12.9681
SCBAM,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ เอเอส 3Y1,SCB FIXED INCOME ACCREDITED INVESTORS AND SPECIAL RETAIL FUND 3Y1,SCBAS3Y1,879756509.8,10.9377
S-FUNDS,กองทุนเปิดโซลาริสมันนี่ พลัส,Solaris Money Plus  Fund,S-MMF,19283729.51,11.3222
THANACHART FUND,กองทุนเปิดธนชาต Fixed Income 3Y1,Thanachart Fixed Income 3Y1,TFI3Y1,875953018.4,11.0217
THANACHART FUND,กองทุนเปิดธนชาต Monthly Income Fund,Thanachart Monthly Income Fund,T-MonthlyIncome,319140219.7,11.1815
THANACHART FUND,กองทุนเปิดธนชาต Monthly Income Fund 2,Thanachart Monthly Income Fund 2,TMonthlyIncome2,226910594,11.1348
THANACHART FUND,กองทุนเปิดธนชาต Monthly Income Fund 3,Thanachart Monthly Income Fund 3,TMonthlyIncome3,135233954.7,11.116
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 2YR1,Thanachart Fixed Income 2YR1 Fund,T-Fixed2YR1,792261391.9,10.6477
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 2YR2,Thanachart Fixed Income 2YR2 Fund,T-Fixed2YR2,567534185.6,10.6127
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 2YR3,Thanachart Fixed Income 2YR3 Fund,T-Fixed2YR3,447708577,10.5797
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3 เดือน#2,Thanachart Fixed Income Fund -3 Month#2,TFIX-3M#2,874426718.2,12.7629
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3 เดือน#3,Thanachart Fixed Income Fund -3 Month#3,TFIX-3M#3,532744545.1,12.7395
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3 เดือน#4,Thanachart Fixed Income Fund -3 Month#4,TFIX-3M#4,387850762.1,12.607
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3 เดือน#5,Thanachart Fixed Income Fund -3 Month#5,TFIX-3M#5,436766136.2,12.5953
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3YR1,Thanachart Fixed Income 3YR1 Fund,T-Fixed3YR1,940572561.9,10.9821
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3YR2,Thanachart Fixed Income 3YR2 Fund,T-Fixed3YR2,1049540335,10.9462
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3YR3,Thanachart Fixed Income 3YR3 Fund,T-Fixed3YR3,860167430.9,10.8971
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ 3YR4,Thanachart Fixed Income 3YR4 Fund,T-Fixed3YR4,560424931.8,10.8241
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้ระยะยาว,Thanachart Long term Fixed Income Fund,TFixLT,223981654.9,10.3755
THANACHART FUND,กองทุนเปิดธนชาตตราสารหนี้พลัส 1,Thanachart Fixed Income Plus Fund 1,T-FixedPlus1,872014246.5,11.1122
THANACHART FUND,กองทุนเปิดธนชาตพันธบัตรรัฐคุ้มครองเงินต้น 3M/1,THANACHART CAPITAL PROTECTION GOVERNMENT BOND 3M/1 FUND,TGOV3M1,65466302.79,12.7808
THANACHART FUND,กองทุนเปิดธนชาตพันธบัตรรัฐคุ้มครองเงินต้น 3M/2,THANACHART CAPITAL PROTECTION GOVERNMENT BOND 3M/2 FUND,TGOV3M2,69395386.59,12.7394
THANACHART FUND,กองทุนเปิดธนชาตพันธบัตรรัฐคุ้มครองเงินต้น 3M/3,THANACHART CAPITAL PROTECTION GOVERNMENT BOND 3M/3 FUND,TGOV3M3,47938375.41,12.6929
THANACHART FUND,กองทุนเปิดธนชาตพันธบัตรรัฐคุ้มครองเงินต้น 3M/4,THANACHART CAPITAL PROTECTION GOVERNMENT BOND 3M/4 FUND,TGOV3M4,39449146.11,12.2409
THANACHART FUND,กองทุนเปิดธนชาตพันธบัตรรัฐคุ้มครองเงินต้น ๔,THANACHART CAPITAL PROTECTION GOVERNMENT BOND-4 FUND,TGOV4,33785579.86,12.9561
THANACHART FUND,กองทุนเปิดธนชาตพันธบัตรรัฐคุ้มครองเงินต้น ๖,THANACHART CAPITAL PROTECTION GOVERNMENT BOND-6 FUND,TGOV6,13325710.72,12.2236
UOBAMTH,กองทุนเปิด 3 เดือน โรล โอเว่อร์ A,3 Months Roll Over Fund A,3MR(A),46830088.77,12.7892
UOBAMTH,กองทุนเปิด 3 เดือน โรล โอเว่อร์ B,3 Months Roll Over Fund B,3MR(B),68846382.93,12.7285
UOBAMTH,กองทุนเปิด ยูโอบี โพรเทค 3 เอ็ม 1,UOB Protect  3M1 Fund,UOBP 3M1,37274130.28,12.4422
UOBAMTH,กองทุนเปิด ยูโอบี โพรเทค 3 เอ็ม 2,UOB Protect  3M2 Fund,UOBP 3M2,57687335.99,12.4492
UOBAMTH,กองทุนเปิด ยูโอบี ออมทรัพย์เพื่อการเลี้ยงชีพ,UOB SAVING RMF,UOBSVRMF,323458566.8,13.2071
UOBAMTH,กองทุนเปิด ยูโอบี พันธบัตรเพื่อการเลี้ยงชีพ,UOB GOVERNMENT BOND RMF,UOBGBRMF,794835926.5,14.2231
UOBAMTH,กองทุนเปิด ออมทรัพย์เพื่อการเลี้ยงชีพ,Saving Retirement Mutual Fund,SVRMF,285327455.3,12.9423
UOBAMTH,กองทุนเปิด ไทย แคช แมเนจเม้นท์ เอ็นจอย,Thai Cash Management Enjoy Fund,TCMFENJOY,834937685,11.1217
UOBAMTH,กองทุนเปิด ไทย เทรเชอรี,Thai Treasury Fund,TTRY,70007526.65,11.5078
UOBAMTH,กองทุนเปิด พันธบัตรเพื่อการเลี้ยงชีพ,Government Bond Retirement Mutual Fund,GBRMF,263976740.1,13.8513
ONEAM,กองทุนเปิด วรรณ ไฟแนนเชียล อินสตรูเมนท์ 6M/1,1 A.M. FINANCIAL INSTRUMENTS FUND 6M/1,1FIN6M/1,50437328.47,11.7759
SCBAM,กองทุนเปิดไทยพาณิชย์ เอ็นแฮนซท์ โน้ตต่างประเทศ 1Y2,SCB ENHANCED FOREIGN NOTE FUND 1Y2,SCBEFN1Y2,6077491912,10.2533
UOBAMTH,กองทุนเปิด ยูโอบี เอฟไอ พลัส พลัส ซี เอไอ 3Y1,UOB FI Plus Plus C AI 3Y1 Fund,UOBFIPPC AI 3Y1,1728692824,10.4179
UOBAMTH,กองทุนเปิด ยูโอบี เอฟไอ พลัส พลัส ซี เอไอ 3Y2,UOB FI Plus Plus C AI 3Y2 Fund,UOBFIPPC AI 3Y2,1906914215,10.2767
ASSETFUND,กองทุนเปิดแอสเซทพลัสหุ้นผสมตราสารหนี้เพื่อการเลี้ยงชีพ,Asset Plus Mixed RMF,ASP-MRF,222481897.1,24.1041
ASSETFUND,กองทุนเปิดแอสเซทพลัสไพร์ม 4,Asset Plus Prime Fund 4,ASP-PRIME4,43897775.09,7.3289
ASSETFUND,กองทุนเปิดแอสเซทพลัสไพร์ม 5,Asset Plus Prime Fund 5,ASP-PRIME5,49277222.81,7.8857
ASSETFUND,กองทุนเปิดแอสเซทพลัสทริกเกอร์ 4/4,Asset Plus Trigger 4/4 Fund,ASP-TRIGGER4/4,15210220.25,8.0645
KASSET,กองทุนเปิดเค หุ้นทุนบริพัตร,K Flexible Equity Fund,K-FEQ,1787691839,65.9137
KASSET,กองทุนเปิดเค หุ้นทุนบริพัตรเพื่อการเลี้ยงชีพ,K Flexible Equity RMF,KFLRMF,13185331314,74.4768
KASSET,กองทุนเปิดเค ไทย เฟล็กซิเบิ้ล ทริกเกอร์ 3,K Thai Flexible Trigger 3 Fund,KTFT3,289817440.3,9.7437
KASSET,กองทุนเปิดเค ไทย เฟล็กซิเบิ้ล ทริกเกอร์ 4,K Thai Flexible Trigger 4 Fund,KTFT4,108031068.5,10.2089
KASSET,กองทุนเปิดเคแอสเซ็ท โกลบอล บาลานซ์,KAsset Global Balanced Fund,KGBAL,4733458718,11.8336
KTAM,กองทุนเปิดไทยทวีทุน 2,Thailand Prosperity Fund 2,TTPF2,753803053.4,434.4349
KTAM,กองทุนเปิดกรุงไทยผสมเพื่อการเลี้ยงชีพ (RMF1),The Krung Thai Mixed Fund RMF 1,RMF1,1802410797,52.4094
LHFUND,กองทุนเปิด แอล เอช เฟล็กซิเบิ้ล,LH FLEXIBLE FUND,LHFL,111462799,9.4806
MFC,กองทุนเปิด คอร์ เฟล็กซิเบิล ฟันด์,Core Flexible Fund,CORE,900974162.5,6.5242
